"PeakCoord","Sig_Control","Count_Control","Sig_Cond1","Count_Cond1","Sig_Cond2","Count_Cond2","Enrich_Cond1","Enrich_Cond2","Group"
198556,0,0.00451382570708374,0,0.0777399018236092,1,0.0479292260351266,16.222619318599,9.61831562523762,36
198651,0,0.00142820266513197,1,0.00852808205326948,0,0.0713069312362285,4.97119880915604,48.9277399329315,36
198760,1,0.168303810092068,1,0.563253200900798,0,3.80020685741456,2.34664557262654,21.5794463912357,36
198849,0,0.000839465788727567,1,0.00250808874705696,0,0.0366851486207332,1.98772002472982,42.7005880565297,36
198991,0,0.00908566112735618,0,0.517314592746866,1,0.0924184505663406,55.9374738387803,9.17190155684722,36
199131,0,0.00018055302828335,0,0.0155424295420836,1,0.0125995331422987,85.0823531449842,68.783006477885,36
199225,0,0.0155531270232871,1,0.0203871623097124,1,0.185143139785445,0.31080793458367,10.9039174249807,36
199257,0,0.000423347481355784,1,0.00111470610980309,0,0.017324804482691,1.63307604012007,39.9233673180428,36
199409,0,0.00335786315491027,1,0.00310959607294437,0,0.225882304857057,-0.0739360332784412,66.2696576472288,36
199483,0,0.00656779272512353,1,0.00813901984835405,0,0.258979739193196,0.239232142211213,38.4317771635104,36
199511,0,0.00115684415875689,1,0.00295316379859446,0,0.0382368768379465,1.55277582225754,32.0527466024764,36
199654,0,0.00924646616817104,1,0.0185055595904149,1,0.0874761237765644,1.00136563026816,8.46049249362768,36
199704,0,0.000110200822926849,1,0.011128011683977,1,0.0514030556506661,99.9793882516082,465.448927380399,36
200029,1,0.00799952181658916,1,0.070207309348481,1,0.113545842324196,7.77643826195802,13.194078712146,36
200117,0,0.000000705285266731835,1,0.0807392383741489,1,0.192693306453377,114476.420956601,273212.287647824,36
200307,0,0.000991807406341643,1,0.00155435649376233,0,0.02479317854641,0.567195892895868,23.9979768127176,36
200388,0,0.00110042133741835,0,0.0246461571339488,1,0.0114758148594395,21.3970185745127,9.42856446819037,36
200684,0,0.0363426445094247,0,1.10382700205242,1,0.605188339499523,29.3727760308186,15.6522923047766,36
200747,0,0.00451382570708374,0,0.112421315512165,1,0.0244437371293832,23.9059938968705,4.41530371698281,36
200798,0,0.00221177459647103,1,0.00335181378806682,0,0.0739477064019503,0.515440946566054,32.4336539175088,36
201007,0,0.00107273889069912,1,0.00373217129384503,1,0.00821641182243892,2.47910505175469,6.65928400067994,36
201049,0,0.00643237795391102,1,0.00926495375849355,0,0.0991727141856401,0.440362152982672,14.4177374053931,36
201206,0,0.000634756740058652,1,0.00852808205326948,1,0.0102687167295934,12.4351973206011,15.177404793913,36
201625,1,0.0207440265864334,1,1.73641086079004,1,2.8341450344077,82.7065481744826,135.624633727631,36
201762,0,0.00026818472267478,1,0.00200283773191873,0,0.0144102299384046,6.46812760974276,52.732478847721,36
201887,0,0.00266756520009648,1,0.00484637278340829,0,0.0732227332647942,0.816777630489782,26.4492759397768,36
201975,1,0.0302207683941924,1,0.417416942347011,1,1.05871077098483,12.8122544371581,34.0325563260092,36
202065,0,0.000341358069098208,1,0.00181663286341835,0,0.0865563661902012,4.32178093289984,252.564728728586,36
202193,0,0.00209487356351023,1,0.0173641086079004,1,0.0355844453581011,7.28885757611287,15.986440603353,36
202545,1,1.18460841856706,1,15.1594787928929,1,129.737576142392,11.7970378694677,108.519377128289,36
202622,0,0.0254607981290192,1,0.0402718490156058,1,0.0316655429483838,0.581719819289775,0.243697970029173,36
202878,0,0.00623190061684249,0,0.102412803830269,1,0.0824136625493093,15.4336388089191,12.2244828049048,36
203209,0,0.000768055655470968,1,0.00314933491683165,1,0.00320007983831155,3.10039935829974,3.16646868689388,36
203325,0,0.000254607981290192,1,0.00121159319585207,0,0.0247230918576579,3.75866149094181,96.1025799441826,36
203370,0,0.00577646265585041,1,0.00775904080775571,1,0.0179160524161134,0.343216648323233,2.10156119471627,36
203394,0,0.000514152959447508,0,0.016440653568996,1,0.00443440910200401,30.9761916505598,7.62468847163514,36
204156,0,0.000228512426421115,1,0.00408742394269129,0,0.0241659696438827,16.8870970244689,104.753415787325,36
204339,0,0.00603459706347426,1,0.0449627987651438,0,0.252224037135132,6.45083694772119,40.7963344498631,36
204371,0,0.000613774503373379,1,0.0014988482673801,0,0.0311131328615949,1.44201780807487,49.6914716896732,36
204422,0,0.0469466084947379,1,0.37191634456126,1,0.653231797413062,6.9221131512183,12.9143554424444,36
204462,0,0.00026818472267478,1,0.00283848884909117,0,0.065711900456863,9.5840810795674,244.024771737464,36
204493,1,0.106999004137203,0,47.660999276753,1,27.071568528686,444.434045494835,252.007668127195,36
204534,0,0.0529499966851592,1,0.00826769800951285,1,0.48967253048709,-0.843858384757367,8.24782929446971,36
205515,0,0.00365619882273783,1,0.001786481804088,0,0.0164565330838188,-0.511382752771018,3.50099512681747,36
205723,0,0.0002038274420855,0,0.0666766076853915,1,0.0119579398521295,326.122820181506,57.6669769770914,36
205796,0,0.0108444662612687,0,0.0355708068612709,1,0.00955921920948663,2.28008829612141,-0.118516395442379,36
205817,0,0.0125697703450114,0,0.0566310064158679,1,0.0425319557851701,3.50533341990158,2.3836700765221,36
206099,0,0.021353216735573,1,0.0123592850691828,0,0.168661210817238,-0.421197975825672,6.89863245926127,36
206271,0,0.0000451382570708374,1,0.00535351612444591,0,0.990635962050414,117.602632707869,21945.7038901339,36
206358,0,0.0000451382570708374,0,0.00158248907213332,1,0.0334333345882471,34.0587101679591,739.687318426557,36
206412,0,0.0000636519953225481,0,0.00960998784748307,1,0.0194375734192786,149.977008635562,304.372570345693,36
206471,0,0.0000509568605213751,0,0.00257974482111402,1,0.00660813808139153,49.626054955483,128.681028497028,36
206920,0,0.002979830251942,1,0.00163951115923506,0,0.0392009780193164,-0.449797129159768,12.1554399764109,36
207061,0,0.0302207683941924,1,0.0180255395872686,1,0.0181553292643373,-0.403538012265347,-0.399243294296043,36
207103,0,0.00491742520097104,1,0.00213202051331737,1,0.00821641182243892,-0.566435598675428,0.67087682814503,36
207134,0,0.0218469164222853,1,0.00535351612444591,1,0.0542696161010304,-0.754953238206882,1.48408585687963,36
207165,1,0.0363426445094247,1,0.0315387649899019,1,0.0644618971707745,-0.132182992855047,0.773726101689094,36
207307,0,0.0129492138185132,0,0.0234346900931567,1,0.0172662253040525,0.809738446024629,0.333380199450207,36
207369,1,0.00830279448128384,1,0.0215181424222503,1,0.0645750378197792,1.59167470310827,6.77750647271159,36
207516,1,0.00830279448128384,0,0.844301443478812,0,4.52281857413319,100.688828427831,543.734496840615,36
207549,0,0.018055302828335,0,0.0670439712199939,1,0.0125995331422987,2.71325653507062,-0.30216993522115,36
207575,0,0.00026818472267478,1,0.000911470308208165,1,0.0521124043667628,2.39866603554998,193.315335515804,36
207653,0,0.00434614413491825,1,0.00763439960851562,1,0.00866654395295968,0.756591445547909,0.994076515624509,36
207687,0,0.0111084192723431,1,0.000911470308208165,0,0.117481807593736,-0.917947793843407,9.57592486504664,36
207843,0,0.11032089774351,1,0.0175518273371203,0,0.230349847651974,-0.840902062110415,1.08799830642717,36
207935,0,0.0171638222511859,1,67.6502281577337,0,97.0215800535565,3940.44306365439,5651.6791430069,36
207964,1,366.957173668034,1,82.4575152020001,1,258.922077639286,-0.775293900435927,-0.294407914004922,36
207993,0,5.53141146624575,1,3.52766687696715,1,8.11272126970295,-0.362248334174021,0.466663855908946,36
209915,1,0.10237991460406,1,0.026232178547761,1,0.0171493645547955,-0.743776123967184,-0.832492880843686,37
210743,1,0.0139225074866031,0,0.0466349840849084,1,0.0071247856044223,2.34961098995873,-0.488254137318432,37
227376,1,0.0182816993989559,1,0.00839738541115133,1,0.0704767536639391,-0.540667132310965,2.85504389531556,38
233279,1,0.0112861511595595,1,0.00184703623286862,0,0.00785705013807276,-0.836344896789358,-0.303832632844214,39
234802,0,0.00649990901820059,1,0.00158248907213332,1,0.00642833323586671,-0.756536734944729,-0.0110118129551451,40
238159,1,0.172812522480968,1,0.32053931792753,1,0.158750119725226,0.854838488124211,-0.0813737485794187,41
241610,1,2.3878137990473,1,3.18676209540022,1,46.8615160440236,0.334594052799129,18.6252806909486,42
247228,0,0.000128538239861877,0,0.0076965940530757,1,0.149139116720229,58.8778547251481,1159.27041353988,43
247692,0,0.00623190061684249,1,0.00373217129384503,0,0.0783725424459719,-0.401118290661059,11.5760257206542,43
247755,0,0.00110042133741835,1,0.000709622212272793,0,0.0265050198784797,-0.355135902819179,23.0862467649547,43
247820,0,0.00316602556235921,1,0.000869082208061737,0,0.0168011631711861,-0.725497412783323,4.30670483868944,43
248013,0,0.00462737663502757,1,0.00200283773191873,0,0.0283489495701722,-0.567176417679518,5.12635447816823,43
248067,0,0.0124757910832194,1,0.00627356497673133,1,0.0493041750883536,-0.497140907948547,2.95198787471443,43
248112,1,0.00876828275732686,1,0.00489595172197241,0,0.00414275324222857,-0.441629352351655,-0.527529693454873,43
248199,1,0.00957230796140115,1,0.0917915570221502,1,0.096525441244811,8.58928164370447,9.0838211259014,43
248243,0,0.0666891300024121,0,0.0387190063825629,1,0.00735215813183906,-0.419410533903163,-0.889754775154914,43
248341,0,0.00340670415963145,1,0.000533005128329342,0,0.0318242672258126,-0.843542290919971,8.34165860450164,43
248378,1,1.32085278157456,1,1.62861754365249,1,3.7258981028828,0.233004590951495,1.82082769166843,43
248649,0,0.00179865375148286,1,0.00181663286341835,0,0.00781761707539904,0.00999587159044119,3.34637131741113,43
248690,1,0.076572997730392,1,0.256173618630478,1,0.410842118102072,2.34548243144988,4.36536547189412,43
248788,1,0.00375846518641395,1,0.082566089797424,1,0.269511888621984,20.9680336792483,70.7079646224241,43
248962,0,0.0157633020327732,1,0.00794789493251524,0,0.0632238974081665,-0.495797586318468,3.0108282691481,43
249019,0,0.0051558116211264,1,0.00169754248681648,0,0.0262879148277591,-0.670751646576719,4.09869575529914,43
249058,0,0.00440168534967338,1,0.00216494698396683,1,0.00377843142419276,-0.508154987923552,-0.141594383961785,43
249968,0,0.0189693525340194,1,0.00833241555527213,1,0.00697518797294565,-0.5607432810198,-0.632291721057088,43
250120,0,0.000254607981290192,1,0.000827703348394986,1,0.00377843142419276,2.25089317389309,13.8401923814252,43
250375,0,0.0117366521236845,1,0.00147147261936886,0,0.016743476816608,-0.874625864014539,0.426597349922287,43
250486,0,0.0702042717718035,1,0.0204887171329799,1,0.0607839084533921,-0.708155691728023,-0.13418504430944,43
250560,0,32.0679450667411,0,124.201691285196,1,93.2033472767651,2.87307920812207,1.90643342075042,43
255078,0,0.0426810432015437,1,0.0022315568556255,1,0.0219349511206108,-0.947715503459279,-0.486072750915859,44
257351,0,0.000389493788552656,0,0.00213202051331737,1,0.00271597079215368,4.47382416864689,5.9730785752608,45
257572,1,0.0360231502835952,1,0.0168992272119492,1,0.156451345776027,-0.530878696646222,3.34307784145337,45
259910,1,0.251370016630627,1,0.035839264828865,1,0.0137234994318415,-0.857424265195763,-0.945405185487944,46
266718,1,0.0682158962835698,0,0.193038561943333,0,0.356522553454989,1.82981786445907,4.22638523978258,47
267519,0,0.0489695429610415,1,0.000516731125594553,0,0.0206353960991624,-0.989447907937273,-0.578607541516586,47
272091,0,0.0126641022494368,1,0.00373217129384503,0,0.0287251757090151,-0.705295233697991,1.26823624314093,48
272210,0,0.0169444785332323,1,0.0022315568556255,1,0.00583554766100681,-0.868301827568853,-0.655607716132317,48
272233,0,0.00616578012308638,0,0.013080261236852,1,0.0101337514924422,1.12142842847669,0.643547335478061,48
272272,0,0.0122888904875355,1,0.00095486764883427,1,0.0246531043715791,-0.922298302698459,1.00612938951523,48
272479,0,0.000552943649117759,0,0.00243744191347958,1,0.00583554766100681,3.40811991849189,9.55360283153199,48
272620,0,0.00326123907336801,1,0.00172693661578707,1,0.00350959217929772,-0.470466109065841,0.0761529898123147,48
272806,0,0.00491742520097104,1,0.00427110570999248,1,0.0184566573847685,-0.131434534245876,2.75331736233099,48
272895,0,0.0217229625366572,1,0.0014988482673801,1,0.0182755629044896,-0.931001664029443,-0.15869841078767,48
272961,1,22.1533066241803,1,16.142971024832,1,279.550917880176,-0.271306478139387,11.6189251393761,48
310146,1,0.0724470789200108,1,0.0549531441184051,1,0.118246412198913,-0.241471913876898,0.632176396366092,49
317028,1,0.0028888484525336,1,0.00283848884909117,0,0.0190667538261355,-0.0174324144273671,5.60012255382018,50
321558,0,0.0258643976229065,1,0.00826769800951285,1,0.0134122014427342,-0.680344459204005,-0.481441569284573,51
321983,0,0.00603459706347426,1,0.00272608469066716,0,0.0000417147241617585,-0.548257379574289,-0.993087405219771,51
323093,0,0.00916588732644693,1,0.000807392383741489,1,0.00762193980213134,-0.91191334183087,-0.168444960027027,52
331553,0,0.0189693525340194,1,0.00413296591933671,0,0.0345005073472724,-0.782124038660535,0.818749864308735,53
335183,0,0.0603415626018256,1,0.0175518273371203,1,0.161065658926229,-0.70912540908264,1.66923248224527,54
336677,1,0.0854128669422922,1,0.199965988595835,1,0.498124449456164,1.3411693782734,4.8319603039752,55
341140,1,0.0338261866777255,1,0.0300430705990208,1,0.141163866596808,-0.111839862847913,3.17321254511269,56
350402,0,0.00799952181658916,1,0.00299189340200206,0,0.0105413256760774,-0.625990969135485,0.317744474953129,57
350919,0,0.0467648212172377,1,0.00650064408465862,0,0.0462857849463614,-0.860992859259292,-0.0102435176358548,57
351011,1,21.3892208431544,1,53.1874891270108,0,0.415710042886804,1.48664921069499,-0.980564507424783,57
351044,1,57.8731856536513,0,262.793716544467,1,72.315846679689,3.54085451796598,0.249557042055217,57
355754,0,0.0144223784193993,1,0.0018776919124388,0,0.0125995331422987,-0.869807055546875,-0.126390060230889,58
355881,1,1.81117697300027,1,1.08895079738198,1,0.326338354427046,-0.398760687875741,-0.819819730875633,58
358102,0,0.0192013913867742,1,0.00347632883224695,1,0.00383338970525249,-0.818954326682731,-0.800358753798805,59
365130,1,0.0079245852569989,1,0.00525006897527903,1,0.0132578916842714,-0.337496057520205,0.673007640691632,60
378935,0,0.0615856858123405,1,0.00702633221951031,1,0.0108175059188035,-0.885909653731543,-0.824350321408033,61
379634,0,0.0926788920814802,1,0.0205905242663673,1,0.0605644721398468,-0.77782940857488,-0.346512773516967,61
379800,1,0.274621156018975,0,0.525006897527903,1,1.41123520869539,0.911749644996862,4.13884374078552,61
384922,0,0.0706500120603781,1,0.00638659991045514,0,0.297732023520755,-0.909602281383942,3.21418220376681,62
387645,1,0.018055302828335,1,0.00899346806946047,1,0.0522141367083273,-0.501893257899467,1.89190035773786,63
389810,0,0.377392680267388,1,0.0791325275305033,1,0.120555106415452,-0.790317799819443,-0.680557910317612,64
390795,1,0.00345589780698599,1,0.010103632597105,1,0.0187604655720346,1.92359125222998,4.42853597525682,64
396268,1,0.214903241914257,1,0.0590224017324622,1,0.238545178906317,-0.725353600035447,0.110012007178063,65
396515,0,0.00407372770064308,0,0.00499586652946042,1,0.00754436331153801,0.226362412164116,0.851955718676792,65
396923,0,0.0149310654180296,1,0.0022315568556255,0,0.0301001247622422,-0.850542691151106,1.01593951399446,65
396963,0,30.23540747151,0,67.9426808177321,1,47.4058438906058,1.24712304214033,0.567891682467818,65
397010,1,0.0209866447181892,1,0.00545797251409247,1,0.0175601132239793,-0.739931152054905,-0.163272001800275,65
400799,0,0.0121959691536436,1,0.000549531441184051,0,0.0134638364342353,-0.954941552060266,0.103957894991309,66
404284,0,0.0182816993989559,1,0.0159883876790408,0,0.0499989410114615,-0.125443027470741,1.73491757633413,67
404933,0,11.9282472744251,1,1.83897795225864,0,40.722420106755,-0.845829994134887,2.41394835048955,67
406029,0,0.0587024796419408,1,0.00879250305894482,1,0.0128003193532462,-0.850219222210455,-0.781945849113658,68
415094,1,10.5003027437007,1,100.922112244446,1,899.984479791349,8.61135261599867,84.7103363358985,69
417284,1,1.46756199104852,0,3.56110112173295,1,0.6698970529217,1.42654221317675,-0.543530660368846,70
423956,0,0.0467648212172377,1,0.0187965993137417,1,0.0766364956615943,-0.598061131754884,0.638763790106092,71
424000,1,0.0270942388067702,0,0.186846871600515,1,0.0926894722700503,5.89618457019826,2.42100300108411,71
428748,0,0.00209487356351023,1,0.000600624240467692,0,0.0084195292962111,-0.71328854832591,3.01911095870773,72
430791,0,0.0525642056442569,1,0.00147147261936886,1,0.00781761707539904,-0.972006185552818,-0.851274893635662,73
431144,0,0.0272326510403663,1,0.0035183384672135,1,0.0054343720498055,-0.870804408208428,-0.800446455185349,73
433678,0,0.0128538239861877,1,0.00042438562170412,0,0.0392892187972995,-0.966983706781721,2.05661714673536,74
434100,0,0.0202630220345223,1,0.00390777913730881,0,0.0644618971707745,-0.807147269017865,2.18125781341747,74
434202,0,0.13499600808539,1,0.0579914625824723,1,0.0319037781685371,-0.570420907959068,-0.763668729016367,74
434808,0,0.013044956293472,1,0.000690825108338812,0,0.00400064541259309,-0.947042742589754,-0.693318603559055,74
439005,0,0.00491742520097104,1,0.00229917596776385,0,0.00126979421943046,-0.53244312342365,-0.741776607160244,75
444604,0,1.4594342836347,1,0.148239260135897,0,1.20555552827482,-0.898426902945771,-0.173956962781222,76
444722,1,0.0257295118156441,1,0.035839264828865,1,0.114297550581831,0.392924400807091,3.44227435797425,76
444958,0,0.00785000134004201,0,0.00638659991045514,1,0.00358920232469561,-0.186420532455481,-0.542776851974856,76
447526,0,0.00571281066052786,0,0.0115821698998316,1,0.0404453763543583,1.0274030749623,6.07976839383316,77
463773,1,0.0607548597681304,1,0.0124383842917775,1,0.00829736120392761,-0.79526931114238,-0.863428847740011,78
466568,1,0.046583386582371,1,0.0464817056870575,1,0.0118607212322043,-0.00218277164399971,-0.745387312894659,79
467092,0,0.00924646616817104,1,0.0019085999021289,1,0.0346661758118387,-0.79358601789959,2.74912698336252,79
467143,1,0.338712544062697,1,0.942288601650638,1,1.12857425372185,1.78197137415795,2.3319529303082,79
467477,0,0.0131410514110642,1,0.00226524025663472,0,0.0154994752922598,-0.827621079487789,0.179469953158377,79
468154,0,0.026681117961782,1,0.00133837903111148,0,0.0136713684269735,-0.949837970319363,-0.487601364884473,79
470438,1,0.989543616956751,1,0.433634806080119,1,1.64736797699014,-0.561783029419438,0.664775507376285,80
470713,0,0.0132374991712898,1,0.00469914982843543,0,0.0296382371149244,-0.645012266468942,1.23896045101973,80
472378,1,0.0129492138185132,1,0.002689121258099,0,0.196228889733104,-0.792333241555219,14.1537299857201,81
481962,0,0.00245509801349352,1,0.000709622212272793,0,0.00350959217929772,-0.710959722026321,0.429512043921903,82
482520,0,0.00616578012308638,1,0.00133837903111148,0,0.00925679985964806,-0.782934356335508,0.501318515233464,82
482845,1,1.96697008038841,1,1.24939038721151,1,0.173450914293999,-0.364814747479639,-0.911818224372916,82
484171,0,0.0190851956390801,1,0.0019085999021289,0,0.0226666204382209,-0.899995790547689,0.187654602387578,83
485379,0,4.99594619660814,1,0.837136719158526,1,0.958100659663057,-0.832436802516633,-0.808224383938816,84
